,Gender,Age Group,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
4465,Male,18-25,Married,Uttarakhand,Central,Hospitality,Electronics & Gadgets,1,9816
4466,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4,9815
4467,Female,36-45,Single,Gujarat,Western,Others,Electronics & Gadgets,4,9814
4468,Female,18-25,Single,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,3,9814
4469,Female,36-45,Married,Haryana,Northern,Others,Electronics & Gadgets,4,9813
4470,Female,51-55,Single,Maharashtra,Western,Others,Electronics & Gadgets,2,9813
4471,Female,26-35,Married,Gujarat,Western,Others,Electronics & Gadgets,3,9812
4472,Female,36-45,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,1,9811
4473,Female,26-35,Married,Jharkhand,Eastern,IT Sector,Electronics & Gadgets,4,9811
4474,Male,36-45,Single,Karnataka,Southern,Banking,Games & Toys,4,9811
4475,Female,26-35,Married,Uttarakhand,Central,Hospitality,Electronics & Gadgets,4,9811
4476,Female,26-35,Married,Kerala,Southern,Govt,Electronics & Gadgets,4,9809
4477,Female,26-35,Married,Rajasthan,Northern,Govt,Electronics & Gadgets,1,9809
4478,Male,26-35,Married,Gujarat,Western,Aviation,Electronics & Gadgets,1,9808
4479,Female,46-50,Single,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4,9807
4480,Female,26-35,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,2,9807
4481,Female,26-35,Married,Andhra Pradesh,Southern,Others,Electronics & Gadgets,1,9805
4482,Female,36-45,Married,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,2,9805
4483,Male,36-45,Single,Maharashtra,Western,Others,Electronics & Gadgets,2,9805
4484,Female,36-45,Single,Maharashtra,Western,Healthcare,Electronics & Gadgets,4,9805
4485,Female,26-35,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,2,9804
4486,Male,26-35,Single,Delhi,Central,Others,Games & Toys,2,9804
4487,Male,36-45,Single,Maharashtra,Western,Hospitality,Electronics & Gadgets,1,9804
4488,Female,26-35,Single,Telangana,Southern,Others,Electronics & Gadgets,3,9804
4489,Female,46-50,Single,Andhra Pradesh,Southern,Media,Electronics & Gadgets,3,9803
4490,Female,36-45,Married,Uttar Pradesh,Central,Hospitality,Games & Toys,1,9803
4491,Female,18-25,Single,Maharashtra,Western,IT Sector,Electronics & Gadgets,2,9802
4492,Female,26-35,Married,Delhi,Central,Banking,Electronics & Gadgets,1,9801
4493,Female,36-45,Married,Jharkhand,Eastern,Others,Electronics & Gadgets,4,9801
4494,Female,26-35,Single,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,1,9799
4495,Male,26-35,Married,Uttar Pradesh,Central,Banking,Others,4,9799
4496,Female,51-55,Married,Maharashtra,Western,Hospitality,Games & Toys,3,9795
4497,Female,18-25,Single,Haryana,Northern,Others,Electronics & Gadgets,3,9792
4498,Male,18-25,Married,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,4,9791
4499,Female,36-45,Married,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,1,9791
4500,Female,51-55,Married,Andhra Pradesh,Southern,Others,Electronics & Gadgets,2,9790
4501,Male,26-35,Married,Maharashtra,Western,Others,Electronics & Gadgets,1,9790
4502,Female,18-25,Single,Himachal Pradesh,Northern,Others,Electronics & Gadgets,1,9789
4503,Female,26-35,Married,Jharkhand,Eastern,Aviation,Electronics & Gadgets,4,9789
4504,Female,18-25,Single,Telangana,Southern,Others,Electronics & Gadgets,2,9789
4505,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Others,2,9789
4506,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,3,9789
4507,Male,36-45,Married,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,4,9788
4508,Female,26-35,Married,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,2,9788
4509,Male,26-35,Married,Bihar,Eastern,IT Sector,Electronics & Gadgets,3,9786
4510,Female,51-55,Single,Bihar,Eastern,Banking,Electronics & Gadgets,2,9786
4511,Female,55+,Married,Maharashtra,Western,IT Sector,Electronics & Gadgets,2,9786
4512,Female,26-35,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,1,9786
4513,Female,18-25,Married,Uttarakhand,Central,Others,Electronics & Gadgets,2,9786
4514,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,4,9785
4515,Male,36-45,Single,Haryana,Northern,Healthcare,Electronics & Gadgets,4,9783
4516,Female,18-25,Married,Himachal Pradesh,Northern,Media,Electronics & Gadgets,3,9783
4517,Female,26-35,Married,Kerala,Southern,Healthcare,Electronics & Gadgets,2,9782
4518,Male,26-35,Single,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,3,9781
4519,Male,26-35,Single,Telangana,Southern,IT Sector,Electronics & Gadgets,4,9781
4520,Male,36-45,Single,Uttarakhand,Central,Aviation,Games & Toys,4,9781
4521,Male,46-50,Single,Uttar Pradesh,Central,Others,Games & Toys,1,9780
4522,Female,55+,Single,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,4,9779
4523,Female,26-35,Married,Kerala,Southern,Banking,Electronics & Gadgets,1,9779
4524,Female,18-25,Single,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,3,9778
4525,Male,46-50,Married,Haryana,Northern,Others,Electronics & Gadgets,2,9777
4526,Female,26-35,Single,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,1,9777
4527,Male,26-35,Single,Maharashtra,Western,Aviation,Electronics & Gadgets,3,9776
4528,Female,46-50,Married,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,9775
4529,Male,36-45,Married,Maharashtra,Western,Media,Electronics & Gadgets,2,9774
4530,Female,36-45,Single,Uttar Pradesh,Central,Aviation,Others,4,9773
4531,Male,26-35,Single,Uttarakhand,Central,Aviation,Electronics & Gadgets,2,9772
4532,Male,26-35,Single,Rajasthan,Northern,Others,Electronics & Gadgets,4,9771
4533,Female,26-35,Single,Himachal Pradesh,Northern,Others,Electronics & Gadgets,2,9770
4534,Male,0-17,Married,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,2,9770
4535,Female,26-35,Single,Punjab,Northern,Govt,Electronics & Gadgets,1,9769
4536,Female,36-45,Married,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,2,9769
4537,Female,46-50,Married,Kerala,Southern,Others,Electronics & Gadgets,4,9768
4538,Female,26-35,Married,Maharashtra,Western,Others,Electronics & Gadgets,4,9768
4539,Male,18-25,Single,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,1,9767
4540,Female,26-35,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,1,9767
4541,Female,36-45,Married,Gujarat,Western,IT Sector,Games & Toys,3,9766
4542,Male,26-35,Single,Uttar Pradesh,Central,Others,Electronics & Gadgets,2,9766
4543,Male,55+,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,3,9765
4544,Female,26-35,Single,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,3,9764
4545,Female,18-25,Married,Uttarakhand,Central,Healthcare,Electronics & Gadgets,4,9763
4546,Male,26-35,Single,Madhya Pradesh,Central,Banking,Electronics & Gadgets,2,9762
4547,Male,26-35,Single,Telangana,Southern,Banking,Electronics & Gadgets,4,9762
4548,Female,26-35,Single,Uttar Pradesh,Central,IT Sector,Others,1,9762
4549,Female,26-35,Single,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,9762
4550,Female,26-35,Married,Himachal Pradesh,Northern,IT Sector,Games & Toys,4,9761
4551,Female,18-25,Married,Uttarakhand,Central,Aviation,Electronics & Gadgets,3,9761
4552,Female,26-35,Single,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,9760
4553,Male,26-35,Married,Madhya Pradesh,Central,Others,Electronics & Gadgets,4,9760
4554,Female,26-35,Single,Maharashtra,Western,Hospitality,Games & Toys,2,9760
4555,Female,46-50,Single,Maharashtra,Western,Others,Electronics & Gadgets,1,9760
4556,Female,46-50,Single,Maharashtra,Western,Others,Electronics & Gadgets,4,9760
4557,Male,55+,Married,Delhi,Central,Media,Games & Toys,3,9759
4558,Male,36-45,Married,Uttarakhand,Central,Others,Electronics & Gadgets,2,9759
4559,Female,26-35,Single,Uttarakhand,Central,Others,Electronics & Gadgets,4,9758
4560,Female,36-45,Married,Jharkhand,Eastern,Others,Electronics & Gadgets,1,9757
4561,Female,18-25,Married,Kerala,Southern,Hospitality,Electronics & Gadgets,2,9756
4562,Female,26-35,Single,Uttar Pradesh,Central,Others,Games & Toys,4,9756
4563,Female,46-50,Single,Uttarakhand,Central,Others,Electronics & Gadgets,4,9756
4564,Female,36-45,Single,Jharkhand,Eastern,Govt,Electronics & Gadgets,3,9755
4565,Female,46-50,Married,Uttar Pradesh,Central,IT Sector,Games & Toys,4,9755
4566,Female,51-55,Single,Rajasthan,Northern,IT Sector,Electronics & Gadgets,4,9753
4567,Female,51-55,Married,Andhra Pradesh,Southern,Others,Electronics & Gadgets,2,9751
4568,Male,26-35,Single,Delhi,Central,Aviation,Games & Toys,2,9751
4569,Male,51-55,Married,Karnataka,Southern,IT Sector,Games & Toys,2,9751
4570,Male,26-35,Single,Gujarat,Western,Others,Electronics & Gadgets,4,9749
4571,Female,26-35,Married,Kerala,Southern,IT Sector,Electronics & Gadgets,2,9749
4572,Male,46-50,Married,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,1,9749
4573,Female,46-50,Married,Uttar Pradesh,Central,Banking,Others,1,9748
4574,Male,36-45,Married,Haryana,Northern,Hospitality,Electronics & Gadgets,3,9746
4575,Female,26-35,Married,Andhra Pradesh,Southern,Others,Electronics & Gadgets,1,9743
4576,Male,36-45,Married,Delhi,Central,Govt,Games & Toys,1,9742
4577,Female,36-45,Single,Kerala,Southern,Media,Electronics & Gadgets,3,9742
4578,Female,36-45,Married,Karnataka,Southern,Aviation,Games & Toys,4,9741
4579,Male,36-45,Married,Uttar Pradesh,Central,Others,Electronics & Gadgets,2,9741
4580,Male,26-35,Single,Haryana,Northern,Banking,Electronics & Gadgets,1,9740
4581,Female,36-45,Single,Haryana,Northern,Others,Electronics & Gadgets,4,9740
4582,Female,18-25,Married,Kerala,Southern,Media,Electronics & Gadgets,4,9740
4583,Male,36-45,Single,Maharashtra,Western,Others,Electronics & Gadgets,3,9740
4584,Male,26-35,Single,Telangana,Southern,Banking,Electronics & Gadgets,4,9740
4585,Female,18-25,Single,Gujarat,Western,Media,Electronics & Gadgets,4,9734
4586,Female,51-55,Married,Andhra Pradesh,Southern,Aviation,Games & Toys,2,9733
4587,Female,0-17,Single,Madhya Pradesh,Central,Others,Electronics & Gadgets,2,9733
4588,Female,0-17,Single,Andhra Pradesh,Southern,Aviation,Others,2,9732
4589,Male,26-35,Single,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,3,9732
4590,Female,26-35,Single,Jharkhand,Eastern,Hospitality,Electronics & Gadgets,3,9732
4591,Female,36-45,Married,Haryana,Northern,IT Sector,Electronics & Gadgets,2,9731
4592,Female,26-35,Single,Kerala,Southern,Others,Electronics & Gadgets,3,9731
4593,Female,18-25,Single,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,2,9730
4594,Female,18-25,Single,Kerala,Southern,IT Sector,Electronics & Gadgets,4,9729
4595,Female,26-35,Single,Haryana,Northern,Healthcare,Electronics & Gadgets,4,9728
4596,Female,26-35,Single,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,3,9728
4597,Female,26-35,Single,Telangana,Southern,IT Sector,Electronics & Gadgets,2,9728
4598,Female,18-25,Single,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,9727
4599,Female,26-35,Married,Jharkhand,Eastern,Banking,Electronics & Gadgets,2,9727
4600,Female,51-55,Single,Uttar Pradesh,Central,Banking,Others,1,9727
4601,Female,26-35,Single,Haryana,Northern,Media,Electronics & Gadgets,4,9726
4602,Female,36-45,Single,Madhya Pradesh,Central,Others,Electronics & Gadgets,4,9726
4603,Female,26-35,Married,Rajasthan,Northern,Others,Electronics & Gadgets,1,9726
4604,Female,26-35,Married,Uttar Pradesh,Central,Banking,Electronics & Gadgets,1,9725
4605,Female,26-35,Married,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,2,9724
4606,Male,46-50,Married,Gujarat,Western,Banking,Electronics & Gadgets,4,9722
4607,Male,46-50,Single,Telangana,Southern,Others,Electronics & Gadgets,1,9722
4608,Female,36-45,Single,Bihar,Eastern,IT Sector,Electronics & Gadgets,2,9721
4609,Female,26-35,Single,Telangana,Southern,Media,Electronics & Gadgets,2,9719
4610,Female,26-35,Single,Uttarakhand,Central,Media,Electronics & Gadgets,1,9719
4611,Female,26-35,Married,Andhra Pradesh,Southern,Others,Electronics & Gadgets,4,9718
4612,Male,46-50,Single,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,2,9718
4613,Female,26-35,Married,Bihar,Eastern,Others,Games & Toys,4,9717
4614,Female,36-45,Single,Gujarat,Western,Aviation,Electronics & Gadgets,1,9717
4615,Male,18-25,Single,Haryana,Northern,Others,Electronics & Gadgets,2,9717
4616,Female,55+,Single,Maharashtra,Western,Aviation,Games & Toys,1,9715
4617,Female,51-55,Single,Delhi,Central,Banking,Electronics & Gadgets,2,9714
4618,Male,46-50,Single,Madhya Pradesh,Central,Healthcare,Games & Toys,4,9714
4619,Female,26-35,Single,Uttar Pradesh,Central,Banking,Others,1,9714
4620,Female,36-45,Single,Bihar,Eastern,Govt,Electronics & Gadgets,1,9713
4621,Female,18-25,Single,Haryana,Northern,Govt,Games & Toys,1,9713
4622,Female,26-35,Single,Rajasthan,Northern,Others,Electronics & Gadgets,2,9713
4623,Female,0-17,Married,Haryana,Northern,Others,Electronics & Gadgets,1,9708
4624,Female,51-55,Single,Maharashtra,Western,Healthcare,Electronics & Gadgets,1,9708
4625,Female,46-50,Single,Punjab,Northern,Healthcare,Electronics & Gadgets,1,9708
4626,Female,18-25,Married,Rajasthan,Northern,Banking,Electronics & Gadgets,2,9708
4627,Female,36-45,Married,Jharkhand,Eastern,Hospitality,Electronics & Gadgets,2,9706
4628,Female,18-25,Single,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,9705
4629,Female,26-35,Single,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,3,9705
4630,Female,26-35,Married,Uttar Pradesh,Central,Banking,Electronics & Gadgets,1,9705
4631,Female,26-35,Single,Andhra Pradesh,Southern,Others,Electronics & Gadgets,1,9703
4632,Female,18-25,Single,Kerala,Southern,Healthcare,Electronics & Gadgets,3,9703
4633,Male,36-45,Married,Uttar Pradesh,Central,Healthcare,Others,4,9703
4634,Female,51-55,Single,Haryana,Northern,Others,Games & Toys,2,9702
4635,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,9702
4636,Male,18-25,Married,Gujarat,Western,Others,Electronics & Gadgets,2,9701
4637,Female,26-35,Single,Kerala,Southern,Others,Electronics & Gadgets,2,9701
4638,Female,18-25,Single,Uttarakhand,Central,Healthcare,Electronics & Gadgets,4,9701
4639,Male,26-35,Married,Bihar,Eastern,Hospitality,Electronics & Gadgets,2,9700
4640,Male,26-35,Single,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,2,9699
4641,Female,26-35,Single,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,9699
4642,Female,26-35,Married,Himachal Pradesh,Northern,Others,Electronics & Gadgets,1,9699
4643,Female,26-35,Single,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,2,9699
4644,Female,26-35,Single,Maharashtra,Western,Banking,Electronics & Gadgets,3,9699
4645,Female,18-25,Single,Gujarat,Western,Others,Electronics & Gadgets,4,9698
4646,Female,46-50,Single,Delhi,Central,IT Sector,Electronics & Gadgets,2,9697
4647,Male,0-17,Married,Karnataka,Southern,Banking,Electronics & Gadgets,1,9697
4648,Female,46-50,Single,Uttarakhand,Central,IT Sector,Electronics & Gadgets,1,9697
4649,Female,26-35,Single,Maharashtra,Western,IT Sector,Electronics & Gadgets,1,9696
4650,Female,36-45,Single,Maharashtra,Western,Media,Electronics & Gadgets,2,9696
4651,Female,18-25,Married,Andhra Pradesh,Southern,Others,Others,4,9692
4652,Female,18-25,Single,Himachal Pradesh,Northern,Others,Games & Toys,3,9690
4653,Female,36-45,Single,Uttar Pradesh,Central,Healthcare,Games & Toys,3,9678
4654,Female,18-25,Married,Maharashtra,Western,Media,Games & Toys,4,9672
4655,Male,26-35,Single,Bihar,Eastern,IT Sector,Games & Toys,3,9669
4656,Female,26-35,Single,Maharashtra,Western,Banking,Games & Toys,4,9662
4657,Female,26-35,Single,Himachal Pradesh,Northern,Govt,Games & Toys,1,9659
4658,Female,26-35,Single,Madhya Pradesh,Central,Others,Games & Toys,2,9656
4659,Female,26-35,Married,Maharashtra,Western,Others,Games & Toys,2,9655
4660,Female,26-35,Single,Maharashtra,Western,Others,Games & Toys,3,9648
4661,Male,26-35,Single,Telangana,Southern,Healthcare,Games & Toys,4,9634
4662,Female,26-35,Single,Madhya Pradesh,Central,Govt,Games & Toys,2,9632
4663,Female,26-35,Single,Maharashtra,Western,Others,Games & Toys,3,9626
4664,Male,55+,Single,Uttarakhand,Central,Govt,Games & Toys,3,9626
4665,Female,26-35,Married,Karnataka,Southern,IT Sector,Games & Toys,4,9620
4666,Female,26-35,Married,Jharkhand,Eastern,Banking,Games & Toys,3,9613
4667,Female,46-50,Married,Uttar Pradesh,Central,Aviation,Games & Toys,2,9606
4668,Female,26-35,Single,Andhra Pradesh,Southern,IT Sector,Games & Toys,3,9594
4669,Male,51-55,Single,Uttar Pradesh,Central,Healthcare,Games & Toys,3,9593
4670,Female,46-50,Married,Uttar Pradesh,Central,Aviation,Games & Toys,1,9590
4671,Female,26-35,Single,Uttar Pradesh,Central,Banking,Games & Toys,3,9586
4672,Male,26-35,Married,Delhi,Central,Banking,Games & Toys,2,9584
4673,Female,26-35,Single,Karnataka,Southern,Others,Games & Toys,3,9584
4674,Female,26-35,Single,Himachal Pradesh,Northern,Others,Games & Toys,1,9572
4675,Female,26-35,Single,Bihar,Eastern,IT Sector,Games & Toys,3,9568
4676,Female,26-35,Single,Himachal Pradesh,Northern,Aviation,Games & Toys,1,9568
4677,Female,26-35,Single,Maharashtra,Western,Healthcare,Games & Toys,4,9568
4678,Female,55+,Married,Gujarat,Western,Media,Games & Toys,1,9565
4679,Male,36-45,Single,Rajasthan,Northern,Aviation,Games & Toys,3,9563
4680,Female,36-45,Married,Uttar Pradesh,Central,Others,Games & Toys,2,9562
4681,Female,26-35,Married,Maharashtra,Western,Banking,Games & Toys,4,9559
4682,Female,26-35,Married,Uttar Pradesh,Central,Banking,Games & Toys,2,9552
4683,Male,18-25,Single,Kerala,Southern,Banking,Games & Toys,2,9538
4684,Female,36-45,Married,Maharashtra,Western,Others,Games & Toys,4,9527
4685,Male,46-50,Married,Delhi,Central,Aviation,Games & Toys,2,9526
4686,Male,0-17,Single,Haryana,Northern,Others,Games & Toys,3,9525
4687,Female,36-45,Married,Andhra Pradesh,Southern,IT Sector,Others,4,9386
4688,Female,36-45,Single,Delhi,Central,Media,Others,3,9049
4689,Male,36-45,Married,Delhi,Central,Media,Others,2,9003
4690,Male,26-35,Married,Madhya Pradesh,Central,Banking,Others,4,8958
4691,Female,26-35,Single,Kerala,Southern,Others,Clothing & Apparel,1,8907
4692,Female,26-35,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,4,8904
4693,Female,26-35,Single,Maharashtra,Western,Others,Clothing & Apparel,4,8903
4694,Female,46-50,Married,Uttarakhand,Central,Govt,Clothing & Apparel,1,8903
4695,Female,26-35,Single,Gujarat,Western,Media,Clothing & Apparel,3,8902
4696,Female,51-55,Married,Jharkhand,Eastern,Others,Clothing & Apparel,3,8902
4697,Male,36-45,Married,Karnataka,Southern,Aviation,Clothing & Apparel,1,8902
4698,Male,36-45,Single,Andhra Pradesh,Southern,Others,Clothing & Apparel,4,8900
4699,Female,55+,Married,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,4,8900
4700,Female,0-17,Married,Himachal Pradesh,Northern,Media,Clothing & Apparel,3,8900
4701,Female,36-45,Married,Kerala,Southern,Healthcare,Clothing & Apparel,1,8899
4702,Female,36-45,Single,Madhya Pradesh,Central,Others,Clothing & Apparel,2,8897
4703,Female,26-35,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,1,8897
4704,Female,18-25,Single,Bihar,Eastern,Healthcare,Clothing & Apparel,1,8896
4705,Male,46-50,Married,Karnataka,Southern,Banking,Clothing & Apparel,2,8896
4706,Female,26-35,Single,Kerala,Southern,Aviation,Clothing & Apparel,2,8896
4707,Female,26-35,Single,Maharashtra,Western,Aviation,Clothing & Apparel,3,8896
4708,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,2,8896
4709,Male,26-35,Single,Delhi,Central,Others,Others,4,8895
4710,Female,36-45,Single,Gujarat,Western,Aviation,Clothing & Apparel,3,8895
4711,Female,36-45,Married,Karnataka,Southern,Healthcare,Clothing & Apparel,2,8895
4712,Male,26-35,Single,Maharashtra,Western,Healthcare,Clothing & Apparel,1,8895
4713,Female,26-35,Married,Uttar Pradesh,Central,Media,Clothing & Apparel,4,8895
4714,Female,18-25,Single,Delhi,Central,IT Sector,Clothing & Apparel,3,8894
4715,Female,26-35,Single,Jharkhand,Eastern,Healthcare,Clothing & Apparel,1,8894
4716,Female,36-45,Single,Madhya Pradesh,Central,Aviation,Clothing & Apparel,1,8894
4717,Female,18-25,Married,Andhra Pradesh,Southern,Others,Clothing & Apparel,2,8893
4718,Female,36-45,Married,Delhi,Central,Others,Clothing & Apparel,2,8893
4719,Female,46-50,Single,Maharashtra,Western,Media,Clothing & Apparel,1,8893
4720,Female,36-45,Married,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,2,8893
4721,Female,26-35,Married,Uttarakhand,Central,IT Sector,Clothing & Apparel,2,8893
4722,Male,18-25,Married,Bihar,Eastern,Others,Clothing & Apparel,4,8892
4723,Female,18-25,Single,Kerala,Southern,Others,Clothing & Apparel,3,8892
4724,Female,18-25,Single,Maharashtra,Western,Others,Clothing & Apparel,3,8892
4725,Male,0-17,Single,Andhra Pradesh,Southern,IT Sector,Clothing & Apparel,3,8891
4726,Female,18-25,Single,Uttarakhand,Central,Media,Clothing & Apparel,1,8891
4727,Female,26-35,Single,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,3,8890
4728,Female,26-35,Single,Haryana,Northern,Others,Clothing & Apparel,1,8890
4729,Female,26-35,Married,Maharashtra,Western,Hospitality,Clothing & Apparel,1,8889
4730,Female,18-25,Single,Bihar,Eastern,Others,Clothing & Apparel,1,8888
4731,Female,46-50,Single,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,2,8885
4732,Male,18-25,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,3,8885
4733,Female,18-25,Married,Haryana,Northern,Hospitality,Clothing & Apparel,2,8884
4734,Female,26-35,Single,Haryana,Northern,Healthcare,Clothing & Apparel,1,8884
4735,Female,46-50,Married,Karnataka,Southern,Banking,Clothing & Apparel,1,8883
4736,Male,46-50,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,1,8883
4737,Female,26-35,Married,Delhi,Central,IT Sector,Clothing & Apparel,1,8882
4738,Female,55+,Married,Uttarakhand,Central,Others,Clothing & Apparel,3,8882
4739,Female,26-35,Married,Kerala,Southern,Aviation,Clothing & Apparel,3,8880
4740,Female,26-35,Married,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,2,8879
4741,Female,26-35,Single,Maharashtra,Western,Others,Clothing & Apparel,3,8879
4742,Male,26-35,Married,Karnataka,Southern,Others,Clothing & Apparel,2,8878
4743,Female,36-45,Single,Jharkhand,Eastern,Media,Clothing & Apparel,4,8877
4744,Male,46-50,Single,Uttarakhand,Central,Others,Clothing & Apparel,3,8877
4745,Female,18-25,Single,Haryana,Northern,Govt,Clothing & Apparel,3,8876
4746,Female,26-35,Single,Himachal Pradesh,Northern,Govt,Clothing & Apparel,3,8876
4747,Female,26-35,Married,Maharashtra,Western,IT Sector,Clothing & Apparel,2,8874
4748,Male,36-45,Single,Maharashtra,Western,Others,Clothing & Apparel,2,8874
4749,Male,26-35,Single,Delhi,Central,Banking,Clothing & Apparel,1,8873
4750,Female,26-35,Single,Gujarat,Western,Others,Clothing & Apparel,3,8872
4751,Female,51-55,Single,Jharkhand,Eastern,Others,Clothing & Apparel,3,8872
4752,Female,55+,Married,Uttarakhand,Central,Others,Clothing & Apparel,4,8872
4753,Female,36-45,Single,Himachal Pradesh,Northern,Aviation,Clothing & Apparel,2,8871
4754,Male,36-45,Married,Karnataka,Southern,Banking,Clothing & Apparel,4,8871
4755,Female,36-45,Single,Kerala,Southern,Banking,Clothing & Apparel,3,8871
4756,Female,26-35,Single,Maharashtra,Western,Others,Clothing & Apparel,2,8871
4757,Female,51-55,Single,Maharashtra,Western,Banking,Clothing & Apparel,2,8871
4758,Male,18-25,Married,Delhi,Central,IT Sector,Others,4,8870
4759,Female,46-50,Single,Delhi,Central,Healthcare,Others,4,8870
4760,Female,18-25,Single,Himachal Pradesh,Northern,Others,Clothing & Apparel,4,8870
4761,Female,18-25,Single,Jharkhand,Eastern,Govt,Clothing & Apparel,2,8870
4762,Female,36-45,Single,Madhya Pradesh,Central,Healthcare,Clothing & Apparel,4,8870
4763,Male,55+,Married,Uttar Pradesh,Central,Banking,Clothing & Apparel,3,8870
4764,Male,18-25,Single,Uttarakhand,Central,Aviation,Clothing & Apparel,2,8870
4765,Male,26-35,Single,Delhi,Central,IT Sector,Clothing & Apparel,3,8868
4766,Female,26-35,Single,Uttarakhand,Central,Others,Clothing & Apparel,2,8868
4767,Female,36-45,Single,Himachal Pradesh,Northern,Others,Clothing & Apparel,1,8867
4768,Female,36-45,Single,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,3,8866
4769,Male,18-25,Married,Delhi,Central,Others,Others,1,8865
4770,Female,26-35,Single,Bihar,Eastern,Others,Clothing & Apparel,3,8864
4771,Female,51-55,Single,Uttar Pradesh,Central,Banking,Clothing & Apparel,4,8864
4772,Female,55+,Single,Jharkhand,Eastern,Others,Clothing & Apparel,3,8863
4773,Female,46-50,Married,Karnataka,Southern,Banking,Clothing & Apparel,4,8863
4774,Male,26-35,Single,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,4,8863
4775,Male,0-17,Married,Uttar Pradesh,Central,Others,Footwear & Shoes,4,8862
4776,Female,26-35,Married,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,4,8861
4777,Male,18-25,Married,Karnataka,Southern,Banking,Clothing & Apparel,2,8861
4778,Female,26-35,Married,Karnataka,Southern,Banking,Clothing & Apparel,3,8860
4779,Female,26-35,Single,Madhya Pradesh,Central,Aviation,Clothing & Apparel,2,8859
4780,Male,26-35,Single,Delhi,Central,Hospitality,Clothing & Apparel,4,8857
4781,Male,18-25,Married,Gujarat,Western,Banking,Clothing & Apparel,3,8857
4782,Female,26-35,Married,Bihar,Eastern,Healthcare,Clothing & Apparel,3,8856
4783,Male,26-35,Single,Bihar,Eastern,Others,Clothing & Apparel,2,8856
4784,Female,26-35,Single,Uttar Pradesh,Central,Aviation,Clothing & Apparel,2,8855
4785,Female,26-35,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,1,8855
4786,Female,26-35,Married,Haryana,Northern,Banking,Clothing & Apparel,3,8854
4787,Female,26-35,Married,Rajasthan,Northern,Hospitality,Clothing & Apparel,1,8854
4788,Female,46-50,Married,Karnataka,Southern,Others,Footwear & Shoes,4,8852
